job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,required_education,industry,function,fraudulent,employment_type_Full-time,employment_type_Other,employment_type_Part-time,employment_type_Temporary,employment_type_Unknown,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_experience_Unknown
1716,9384,571,1241,874,1149,9442,9921,2066,0,1,1,11,76,12,0,1,0,0,0,0,0,0,0,0,0,0,1
1717,10842,2034,1054,645,1442,159,9921,2166,0,1,0,4,6,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1718,10976,266,1241,874,471,12180,10854,5632,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1719,9963,296,1241,874,1380,9514,10381,5368,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1720,4809,2818,1054,874,1002,7803,6946,6043,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1721,8442,625,1241,292,601,1018,3660,5497,0,1,0,10,110,31,0,1,0,0,0,0,0,1,0,0,0,0,0
1722,1437,2134,1241,874,2,5205,9952,1508,0,1,1,4,51,16,0,0,0,0,0,1,0,1,0,0,0,0,0
1723,6054,680,1241,874,1206,2943,5176,4709,0,1,1,9,58,22,0,0,0,0,1,0,0,0,0,1,0,0,0
1724,10286,1792,1054,560,1380,7761,9468,955,0,0,1,10,33,31,0,1,0,0,0,0,0,0,0,0,0,1,0
1725,9709,3077,1119,874,1380,2014,2208,5930,0,1,0,0,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0
1726,310,2836,1241,874,1380,1302,2681,6183,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1727,547,2875,1241,874,1380,5876,9921,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1728,3974,2044,859,874,1162,9170,964,3240,0,1,0,1,69,20,0,1,0,0,0,0,0,0,0,0,1,0,0
1729,7977,430,833,874,1044,8259,5051,3732,0,1,1,10,51,16,0,1,0,0,0,0,0,0,0,0,0,1,0
1730,10908,1092,362,874,875,8517,10183,5865,0,1,1,9,22,9,0,1,0,0,0,0,0,0,0,0,1,0,0
1731,10780,150,1249,874,1406,11480,2559,4787,0,1,1,9,122,36,0,0,0,1,0,0,0,0,0,0,0,0,1
1732,9489,2687,1241,874,291,10995,9921,4709,0,1,0,0,22,12,0,1,0,0,0,0,0,0,0,1,0,0,0
1733,2210,2535,1241,874,930,9980,6493,4709,0,1,0,4,39,7,0,0,0,1,0,0,0,1,0,0,0,0,0
1734,8719,266,1241,874,960,1044,11576,4527,0,0,1,10,33,13,0,1,0,0,0,0,0,0,0,0,1,0,0
1735,538,25,1241,874,1681,11733,11878,500,0,1,1,10,29,26,0,1,0,0,0,0,0,0,0,0,1,0,0
1736,10908,3077,1241,874,852,4633,9921,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1737,4117,2623,1241,874,1380,11590,9409,3610,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1738,3414,2079,1241,774,1442,6113,8212,2617,0,1,0,10,6,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1739,2275,1564,1241,874,930,12282,7252,4709,0,1,0,4,25,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1740,3323,1707,1241,19,1380,8669,2530,1429,0,0,1,10,35,31,0,0,0,1,0,0,0,0,0,0,0,1,0
1741,2463,1010,1241,874,1380,13881,10834,1167,0,1,0,9,45,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1742,461,2168,897,185,1290,7829,5602,1980,0,1,1,0,108,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1743,7978,1618,1241,874,639,8758,9937,4709,0,1,1,9,51,16,0,0,1,0,0,0,0,0,0,0,0,0,1
1744,6346,2262,1241,874,1380,8670,3667,4709,0,0,0,9,39,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1745,6126,1587,1241,874,1380,12870,9921,4709,0,0,0,9,111,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1746,6761,1564,1241,874,825,2135,5056,4709,0,1,1,2,112,7,0,1,0,0,0,0,0,0,0,0,0,0,1
1747,2427,2695,1241,874,1380,14787,8509,4949,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1748,9495,1487,1241,874,1431,212,9921,4709,0,0,0,9,22,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1749,2246,2818,316,874,1002,7802,9480,1667,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1750,272,1329,1054,874,1498,11880,10710,4709,0,1,1,9,22,31,0,1,0,0,0,0,0,0,0,0,0,0,1
1751,4993,3077,1241,874,152,10215,9032,4709,0,1,0,1,10,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1752,6713,361,1241,874,1380,4446,9921,4709,0,0,0,10,58,18,0,0,0,0,0,0,0,0,0,0,0,1,0
1753,3976,2875,859,874,1162,9170,964,3240,0,1,0,1,69,20,0,1,0,0,0,0,0,0,0,0,1,0,0
1754,6043,776,763,0,397,3410,8685,5199,0,1,1,1,61,22,0,1,0,0,0,0,0,0,0,1,0,0,0
1755,4526,114,1241,874,1380,9041,4024,352,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1756,2272,2834,316,874,430,539,5985,5895,0,1,1,0,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1757,3344,293,1241,874,369,8878,1809,2917,0,1,1,9,19,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1758,3973,2834,859,874,1162,9170,964,3240,0,1,0,1,69,20,0,1,0,0,0,0,0,0,0,0,1,0,0
1759,4334,625,269,874,167,6846,9921,4709,0,1,0,1,105,5,0,1,0,0,0,0,1,0,0,0,0,0,0
1760,8371,151,1241,874,625,4949,5942,4709,0,1,1,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1761,1807,1703,1241,874,864,14384,2981,4502,0,1,0,1,26,22,0,1,0,0,0,0,0,0,0,0,0,0,0
1762,3419,1731,1241,874,1418,4856,6758,2751,0,0,1,4,112,23,0,1,0,0,0,0,0,0,0,0,1,0,0
1763,384,1487,495,874,1251,9598,8864,4828,0,1,0,1,61,13,0,1,0,0,0,0,0,0,0,0,1,0,0
1764,7954,29,1241,68,1310,12325,3708,4259,0,1,1,9,39,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1765,1991,698,233,874,1044,6787,5125,3733,0,1,1,10,51,16,0,1,0,0,0,0,0,0,0,0,0,1,0
1766,7882,296,920,874,1025,11986,8523,3661,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1767,6491,148,1257,874,1406,11869,9954,2336,0,1,1,2,51,16,0,0,0,0,0,1,0,0,0,0,0,0,1
1768,390,2594,1241,874,1380,8663,9921,4709,0,0,0,10,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1
1769,10895,216,1241,874,1655,13125,11257,3461,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1770,6058,1807,1241,874,9,11649,10676,5582,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1771,8518,1560,1241,874,989,1966,2115,5150,0,1,1,1,61,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1772,3789,676,1241,292,720,13908,3019,6107,0,1,1,9,61,36,0,1,0,0,0,0,0,1,0,0,0,0,0
1773,7905,40,557,874,50,8575,8485,3803,0,1,1,9,77,17,0,1,0,0,0,0,0,0,0,0,0,1,0
1774,1143,2539,1241,874,1532,2401,11310,2215,0,1,0,9,61,36,0,1,0,0,0,0,0,0,0,0,0,1,0
1775,1571,1759,1241,874,152,9827,8960,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1776,4170,367,758,874,385,6887,9921,4709,0,1,0,4,75,22,0,1,0,0,0,0,0,0,0,0,1,0,0
1777,7480,1564,790,874,1307,8674,9921,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1778,1068,570,1241,874,484,4771,496,1240,0,1,1,4,123,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1779,5583,125,1241,874,1562,13441,5979,4266,0,1,0,1,22,12,0,1,0,0,0,0,0,0,0,0,1,0,0
1780,4946,2102,1241,874,1262,5588,1462,6180,0,1,1,7,123,36,0,0,0,0,0,1,0,0,0,1,0,0,0
1781,4328,625,758,441,1469,1025,7539,5565,0,1,1,1,123,22,0,1,0,0,0,0,0,0,0,0,1,0,0
1782,7103,736,1241,874,1380,2424,9921,4709,0,0,0,9,123,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1783,1021,2054,1241,874,983,14156,5454,3503,0,1,1,4,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0
1784,7596,1083,1241,874,1582,1749,1879,4623,0,1,0,1,22,26,0,1,0,0,0,0,0,0,0,0,0,0,0
1785,801,1248,1241,560,1380,6127,9921,4709,0,0,0,1,22,12,0,1,0,0,0,0,0,1,0,0,0,0,0
1786,1138,813,1241,874,937,14465,11497,2669,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1787,7446,1564,1241,874,154,1484,2151,1782,0,1,1,9,123,36,0,0,0,0,0,0,0,0,0,0,0,0,1
1788,9883,1918,317,874,303,10637,7100,1493,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1789,5100,1692,975,874,421,3482,6192,4709,0,1,1,10,61,28,0,0,0,1,0,0,0,0,0,0,0,0,0
1790,791,1759,1241,874,152,9778,8947,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1791,147,1177,113,874,1647,520,9921,4709,0,1,1,9,58,18,0,1,0,0,0,0,0,0,0,0,0,1,0
1792,9613,876,626,874,1380,9276,10828,2787,0,0,1,1,61,18,0,1,0,0,0,0,0,0,0,0,0,0,0
1793,2660,813,388,874,1124,9290,6035,4709,0,1,1,5,75,2,0,1,0,0,0,0,1,0,0,0,0,0,0
1794,102,801,389,874,621,166,65,121,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1795,2863,1483,1241,874,1556,8147,4710,2250,0,0,0,2,49,16,0,1,0,0,0,0,0,0,0,0,0,1,0
1796,3854,2443,359,874,1380,4054,9921,4709,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1797,6729,1564,1241,874,1380,14044,9921,4709,0,1,0,9,61,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1798,8782,1176,1241,874,1380,7034,4412,561,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1799,1692,1807,1241,874,203,11217,9921,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1800,7082,1214,1054,874,677,12744,3513,4709,0,1,1,9,58,31,0,1,0,0,0,0,0,0,0,1,0,0,0
1801,8641,67,408,874,432,3958,8652,633,0,1,0,1,61,22,0,1,0,0,0,0,0,0,0,0,0,0,0
1802,8690,1183,1241,874,1380,7033,4411,561,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1803,5774,657,1241,874,484,4803,496,1240,0,1,1,9,58,18,0,1,0,0,0,0,0,0,0,0,0,1,0
1804,10,1248,1241,796,1380,3596,9921,4709,0,0,0,1,75,2,0,1,0,0,0,0,0,0,0,0,1,0,0
1805,11090,544,758,874,1380,5269,9150,4606,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1806,5592,1496,1241,874,1286,9559,6994,4801,0,1,0,1,29,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1807,9928,2423,1330,874,1380,6839,9921,4709,1,0,0,1,124,12,0,1,0,0,0,0,0,0,0,0,1,0,0
1808,6576,739,1241,164,1380,7135,5723,4709,0,0,0,11,119,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1809,10059,166,1241,874,1055,8354,6265,4709,0,1,1,9,123,12,0,0,0,0,0,0,0,0,0,0,0,0,1
1810,6515,160,583,688,1166,4315,7558,4065,0,1,1,1,51,16,0,1,0,0,0,0,0,0,0,0,0,0,1
1811,4176,2520,1241,874,1658,4932,4673,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1812,8515,125,1057,874,1380,2321,4892,6057,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1813,8515,125,1057,874,1380,2320,6846,6056,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1814,6141,2875,1241,874,126,3121,6586,5255,0,1,0,9,88,12,1,1,0,0,0,0,0,0,0,0,0,0,1
1815,7149,2535,1241,874,1154,13020,885,5668,0,1,0,9,25,22,0,1,0,0,0,0,0,0,0,0,0,0,1
1816,6987,2904,1233,874,159,7769,242,626,0,1,0,9,26,31,0,1,0,0,0,0,0,1,0,0,0,0,0
1817,2199,2875,1241,874,930,9942,7706,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1818,1246,946,362,874,1244,4139,8429,4662,0,1,1,9,123,9,0,1,0,0,0,0,0,0,0,0,0,0,1
1819,5531,2535,362,798,1080,8567,1173,3593,0,1,0,10,9,9,0,1,0,0,0,0,1,0,0,0,0,0,0
1820,7974,99,505,874,1380,8601,3093,4709,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1821,1330,1144,1241,0,1380,6044,11472,2329,0,1,0,1,15,22,0,0,1,0,0,0,0,0,0,1,0,0,0
1822,7325,2875,1241,874,126,3106,6602,5261,0,1,0,9,88,12,1,1,0,0,0,0,0,0,0,0,0,0,1
1823,9904,2875,1241,874,126,3122,6612,5252,0,1,0,1,88,12,1,1,0,0,0,0,0,0,0,0,0,0,1
1824,2427,2983,1241,874,1380,14786,8509,1037,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1825,5005,1703,1241,874,152,10215,9016,4709,0,1,0,1,10,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1826,11136,2818,1054,874,130,8101,5630,1525,1,1,0,10,43,31,0,1,0,0,0,0,0,1,0,0,0,0,0
1827,8799,1249,957,874,442,8218,6615,3724,1,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1828,8941,772,1241,874,105,1894,5276,1763,0,1,1,1,58,18,0,1,0,0,0,0,0,0,0,0,0,0,0
1829,648,1092,1168,874,1380,13426,3692,4709,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1830,1367,2974,1241,874,1336,11293,6956,3317,0,1,0,10,39,20,0,1,0,0,0,0,0,0,0,0,0,0,0
1831,11169,813,1241,874,1355,14732,11808,6155,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1832,5489,2641,1241,874,1049,6383,6301,2681,0,1,1,10,39,15,0,1,0,0,0,0,0,0,0,0,0,1,0
1833,4846,1899,1241,874,754,6232,191,1467,1,1,1,4,22,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1834,1986,2201,130,874,1380,7981,9369,424,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1835,9488,933,1241,0,262,2034,2968,5135,0,1,0,1,22,23,0,1,0,0,0,0,0,1,0,0,0,0,0
1836,10816,1179,1015,874,26,10783,40,239,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1837,5882,2511,1241,106,1023,7452,322,4709,0,0,0,1,58,18,0,1,0,0,0,0,0,0,0,0,1,0,0
1838,10022,1147,1241,874,1380,8027,3695,1035,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1839,9730,1791,1241,841,1210,11374,7676,2254,0,1,1,1,25,31,0,1,0,0,0,0,0,0,0,0,1,0,0
1840,7897,2462,1241,874,1336,11269,9450,3317,0,1,0,10,39,13,0,1,0,0,0,0,0,0,0,0,0,0,0
1841,10691,2616,1241,756,1380,6373,11746,4709,0,1,0,5,123,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1842,7668,1472,884,709,633,4970,984,1674,0,1,1,1,58,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,9316,128,638,874,1415,10541,3699,3697,0,1,1,1,58,18,0,1,0,0,0,0,0,0,0,0,1,0,0
1844,2258,2875,80,320,1380,4301,1040,2600,0,0,0,1,119,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1845,4830,765,1054,874,566,8454,10407,3706,0,1,1,10,61,31,0,1,0,0,0,0,0,0,0,0,1,0,0
1846,2159,625,1045,874,235,8942,1469,4709,0,1,1,1,4,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1847,924,959,1241,221,318,14211,7030,4709,0,1,0,9,41,7,0,1,0,0,0,0,0,0,0,0,0,0,0
1848,9078,2535,1010,874,527,4475,9921,3781,0,1,0,1,61,30,0,1,0,0,0,0,0,0,0,0,0,0,1
1849,5718,1743,1241,874,1150,5095,101,4709,0,1,0,12,51,36,0,1,0,0,0,0,0,0,0,0,0,1,0
1850,1075,266,1241,874,960,12213,5493,3309,0,0,0,9,33,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1851,1198,2687,1241,874,291,992,8280,2984,0,1,0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,4846,1564,1241,874,714,1133,625,1568,0,1,1,9,22,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1853,7845,476,1241,874,495,4518,10968,4709,0,1,1,9,123,18,0,0,1,0,0,0,0,0,0,0,1,0,0
1854,1458,1393,1241,874,1380,1294,3804,4209,0,0,0,9,123,36,0,0,0,1,0,0,0,0,0,0,0,0,1
1855,800,2875,1241,874,126,3099,6589,4709,0,1,0,1,88,12,1,1,0,0,0,0,0,0,0,0,1,0,0
1856,1533,166,1241,841,808,6520,2381,3939,0,1,1,1,112,5,0,1,0,0,0,0,0,0,1,0,0,0,0
1857,927,303,1241,874,484,12227,3744,1157,0,1,1,10,27,31,0,0,0,0,1,0,0,0,0,0,0,0,0
1858,6152,2875,1241,874,126,3127,6594,5254,0,1,0,9,88,12,1,1,0,0,0,0,0,0,0,0,0,0,1
1859,5782,1021,1241,874,1064,11585,3776,2521,0,1,1,1,6,12,0,1,0,0,0,0,0,0,0,0,1,0,0
1860,4371,2875,1241,874,126,3097,6588,4709,0,1,0,1,88,12,1,1,0,0,0,0,0,0,0,0,0,0,1
1861,2258,2498,1241,874,538,5910,7595,1045,0,1,1,4,123,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1862,4080,1837,1241,874,1507,7908,9899,4080,0,1,0,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
1863,3204,3040,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
1864,9849,2044,859,874,1233,9509,2132,5074,0,1,0,1,117,33,0,1,0,0,0,0,0,0,0,0,0,0,0
1865,7608,38,1161,874,50,7584,10531,5576,0,1,1,10,77,26,0,1,0,0,0,0,0,0,0,0,0,1,0
1866,827,296,1054,247,172,2306,9308,4419,0,1,1,4,58,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1867,10683,60,1241,874,440,13266,11320,3435,0,1,0,1,22,18,0,1,0,0,0,0,0,0,0,0,1,0,0
1868,8331,2875,1241,874,126,3098,6581,4709,0,1,0,1,88,12,1,1,0,0,0,0,0,0,0,0,1,0,0
1869,5221,1592,1241,874,1565,14500,11552,2877,0,1,1,9,61,12,0,1,0,0,0,0,0,0,0,0,1,0,0
1870,9970,959,1241,162,318,1230,7030,4709,0,1,0,9,41,7,0,1,0,0,0,0,0,0,0,0,0,1,0
1871,3206,2316,1241,874,1507,7905,5829,4080,0,1,1,1,31,11,0,0,0,0,0,0,0,0,0,0,0,0,1
1872,1610,1560,1241,874,989,12776,903,5149,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,1814,813,1118,874,224,6214,6767,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1874,6025,1599,1241,874,994,13050,5331,4709,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1875,9136,1508,1241,874,342,4399,5533,1604,0,1,1,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1876,6023,2539,1241,507,1380,623,2759,4638,0,0,1,1,75,22,0,1,0,0,0,0,0,1,0,0,0,0,0
1877,5173,1303,591,874,1380,5789,6740,4709,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1878,2199,1564,1241,874,930,10035,5404,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1879,5451,3077,1241,874,1380,11110,9921,4709,0,0,0,9,123,36,1,0,0,0,0,1,0,0,0,0,0,0,1
1880,1561,2687,1241,874,1375,25,2190,4364,0,1,1,1,15,20,0,1,0,0,0,0,0,0,0,0,1,0,0
1881,8422,1567,1241,874,1089,8612,2945,467,0,1,0,9,110,31,0,1,0,0,0,0,1,0,0,0,0,0,0
1882,2967,1405,859,874,954,8040,3419,4709,0,1,1,9,123,23,0,0,0,0,0,1,0,0,0,0,0,0,1
1883,3237,125,1241,874,999,12023,9436,2581,0,1,1,9,123,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1884,3206,2638,1241,874,1507,7913,9907,4080,0,1,1,1,31,11,0,0,0,0,0,0,0,0,0,0,0,0,1
1885,3523,925,1241,419,1380,4413,2908,4709,0,0,0,5,87,23,0,1,0,0,0,0,0,0,0,0,1,0,0
1886,5569,1049,1241,874,318,3698,3343,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1887,10821,1173,1241,57,318,10976,7718,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1888,4779,2034,1241,776,1380,1411,838,4709,0,0,0,1,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1889,8697,1383,626,874,1380,6350,2914,4709,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1890,1987,2181,276,874,1380,11147,5189,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1891,6500,667,1241,874,484,13399,8889,3721,0,1,1,2,51,35,0,0,0,0,1,0,0,0,0,0,0,0,1
1892,8515,772,1055,874,27,9610,1954,173,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1893,3019,2192,88,874,1380,5739,7320,5119,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1894,8288,1396,188,874,752,13366,9921,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1895,5193,2850,1241,874,312,5845,7711,3776,0,1,0,9,119,36,0,0,0,0,0,0,0,0,0,0,0,0,1
1896,8018,776,1148,874,1462,5646,1019,4709,0,1,1,5,75,8,0,1,0,0,0,0,0,0,0,0,1,0,0
1897,11173,625,1241,874,884,684,9921,4709,0,1,0,9,39,36,0,1,0,0,0,0,0,0,0,0,0,0,1
1898,2472,813,173,874,26,10784,306,237,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1899,3459,1509,1241,874,930,10168,7278,4709,0,1,0,4,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0
1900,3437,296,1241,202,484,8900,647,4078,1,1,1,10,75,31,0,1,0,0,0,0,0,0,0,0,0,0,0
1901,1224,1692,1241,874,421,5227,8737,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1902,8850,1899,1241,874,930,10496,7244,4709,0,1,0,4,66,15,0,1,0,0,0,0,0,1,0,0,0,0,0
1903,2275,1750,1241,874,930,12265,7184,4709,0,1,0,4,46,7,0,1,0,0,0,0,0,0,0,0,0,0,0
1904,6497,1383,1241,874,1271,9710,5779,3599,0,1,0,9,119,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1905,5466,1214,1241,874,1566,11121,808,4709,0,1,1,8,58,12,0,1,0,0,0,0,0,0,0,0,1,0,0
1906,3779,625,1241,874,770,10335,5082,4709,0,1,0,9,4,36,0,1,0,0,0,0,0,0,0,0,1,0,0
1907,2275,1785,1241,874,930,12284,7196,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
1908,1527,2544,951,874,922,3490,9921,4709,0,1,0,9,14,25,0,1,0,0,0,0,0,0,0,0,1,0,0
1909,4004,625,1241,874,903,11727,9921,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1910,9972,1564,1164,874,343,7666,7837,4709,0,1,0,1,24,34,0,1,0,0,0,0,0,0,0,0,0,0,0
1911,7823,1249,1241,874,1380,8985,7090,4246,0,0,0,9,51,36,0,1,0,0,0,0,0,0,0,0,0,0,0
1912,7146,933,651,133,1106,4176,9921,4709,0,1,1,5,61,18,0,1,0,0,0,0,0,0,0,0,1,0,0
1913,450,1014,495,874,651,7285,4330,3997,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1914,5558,2521,651,874,1106,12431,239,20,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1915,4167,776,1241,874,124,6396,11197,5578,1,1,1,1,75,22,0,1,0,0,0,0,0,0,0,0,1,0,0
1916,1687,1249,1241,874,1380,10559,9921,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1917,9052,1249,1241,874,1380,10510,5483,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1918,4080,1360,1241,874,1507,7908,9902,4080,0,1,0,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
1919,3344,1083,1241,705,1629,13688,9496,5851,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1920,2210,2535,1241,874,930,9986,5404,4709,0,1,0,4,39,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1921,4966,2482,1241,874,977,6625,11152,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1922,2613,801,1241,874,1380,14731,254,165,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1923,2489,2865,1241,300,1380,3418,8508,6054,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1924,3545,788,1241,874,1380,4416,4491,4205,0,0,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
1925,8674,625,1241,874,1144,10228,1415,4633,0,1,1,6,125,18,0,1,0,0,0,0,0,0,0,0,0,0,0
1926,7011,1570,859,874,1162,9166,4383,890,0,1,1,4,69,36,0,0,0,1,0,0,0,0,0,0,0,1,0
1927,4705,2535,434,874,100,13569,2320,4709,0,1,1,9,123,12,0,1,0,0,0,0,0,0,0,0,0,0,1
1928,9118,813,859,874,1382,1899,4985,5015,0,1,1,1,119,18,0,1,0,0,0,0,0,0,0,0,1,0,0
1929,10921,1083,1241,874,1255,51,8929,4709,0,1,1,1,58,18,0,1,0,0,0,0,0,0,0,0,0,0,0
1930,7717,1479,1241,874,956,4388,288,4709,0,1,0,9,112,29,0,1,0,0,0,0,0,0,0,0,0,0,0
1931,8859,785,1241,874,1353,11902,8488,4136,0,1,0,1,20,21,0,1,0,0,0,0,1,0,0,0,0,0,0
1932,10908,813,1241,874,1588,1027,10061,2120,0,1,1,9,61,9,0,1,0,0,0,0,0,0,0,0,0,0,0
1933,1043,813,770,874,1380,9792,5220,4333,0,0,1,1,45,22,0,1,0,0,0,0,0,0,0,0,1,0,0
1934,6827,1968,1241,874,62,2009,1719,663,0,1,0,9,11,31,0,1,0,0,0,0,0,0,0,0,0,0,1
1935,1170,216,675,874,225,9529,9874,3851,0,1,1,1,123,5,0,1,0,0,0,0,0,1,0,0,0,0,0
